id,account_status,months,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status,guarantors,residence,property,age,other_installments,housing,credit_cards,job,dependents,phone,foreign_worker,credit_rating
465,x >= 200 DM / salary assignments for at least 1 year ,21,critical account/ other credits existing (not at this bank) ,education ,2319,x < 100 DM ,x < 1 year ,2,male - divorced/separated ,none ,1,"car or other, not in attribute Account ",33,none ,rent ,1,skilled employee / official,1,none ,yes ,2
466,x < 0 DM ,12,existing credits paid back duly till now ,furniture/equipment ,1282,x < 100 DM ,1 <= x < 4 years ,2,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",20,none ,rent ,1,skilled employee / official,1,none ,yes ,2
467,no checking account ,30,critical account/ other credits existing (not at this bank) ,radio/television ,5954,x < 100 DM ,4 <= x < 7 years ,3,male - single ,co-applicant ,2,"car or other, not in attribute Account ",38,none ,own ,1,skilled employee / official,1,none ,yes ,1
468,0 <= x < 200 DM ,36,delay in paying off in the past ,car (new) ,2225,x < 100 DM ,x>= 7 years ,4,male - single ,none ,4,unknown / no property ,57,bank ,for free ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
469,x < 0 DM ,10,existing credits paid back duly till now ,radio/television ,2315,x < 100 DM ,x>= 7 years ,3,male - single ,none ,4,real estate ,52,none ,own ,1,unskilled - resident,1,none ,yes ,1
470,x < 0 DM ,24,existing credits paid back duly till now ,car (used) ,2964,unknown/ no savings account ,x>= 7 years ,4,male - single ,none ,4,unknown / no property ,49,bank ,for free ,1,skilled employee / official,2,"yes, registered under the customers name ",yes ,1
471,x < 0 DM ,10,critical account/ other credits existing (not at this bank) ,furniture/equipment ,2132,unknown/ no savings account ,x < 1 year ,2,female - divorced/separated/married ,co-applicant ,3,real estate ,27,none ,rent ,2,skilled employee / official,1,none ,no ,1
472,no checking account ,36,critical account/ other credits existing (not at this bank) ,radio/television ,3342,unknown/ no savings account ,x>= 7 years ,4,male - single ,none ,2,"car or other, not in attribute Account ",51,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
473,no checking account ,12,critical account/ other credits existing (not at this bank) ,car (new) ,926,x < 100 DM ,unemployed ,1,female - divorced/separated/married ,none ,2,building society savings agreement/ life insurance ,38,none ,own ,1,unemployed/ unskilled - non-resident,1,none ,yes ,1
474,0 <= x < 200 DM ,6,existing credits paid back duly till now ,radio/television ,368,unknown/ no savings account ,x>= 7 years ,4,male - single ,none ,4,building society savings agreement/ life insurance ,38,none ,own ,1,skilled employee / official,1,none ,yes ,1
475,x < 0 DM ,11,critical account/ other credits existing (not at this bank) ,car (new) ,3905,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,2,real estate ,36,none ,rent ,2,skilled employee / official,2,none ,yes ,1
476,no checking account ,30,all credits at this bank paid back duly ,car (used) ,7485,unknown/ no savings account ,unemployed ,4,female - divorced/separated/married ,none ,1,real estate ,53,bank ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,2
477,x < 0 DM ,6,existing credits paid back duly till now ,domestic appliances ,343,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,1,real estate ,27,none ,own ,1,skilled employee / official,1,none ,yes ,1
478,x < 0 DM ,18,critical account/ other credits existing (not at this bank) ,furniture/equipment ,1049,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,4,building society savings agreement/ life insurance ,21,none ,rent ,1,skilled employee / official,1,none ,yes ,1
479,no checking account ,24,critical account/ other credits existing (not at this bank) ,car (new) ,2463,100 <= x < 500 DM ,4 <= x < 7 years ,4,male - married/widowed ,none ,3,building society savings agreement/ life insurance ,27,none ,own ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
480,no checking account ,6,no credits taken/ all credits paid back duly ,radio/television ,426,x < 100 DM ,x>= 7 years ,4,male - married/widowed ,none ,4,"car or other, not in attribute Account ",39,none ,own ,1,unskilled - resident,1,none ,yes ,1
481,0 <= x < 200 DM ,15,existing credits paid back duly till now ,radio/television ,1444,unknown/ no savings account ,x < 1 year ,4,male - single ,none ,1,building society savings agreement/ life insurance ,23,none ,own ,1,skilled employee / official,1,none ,yes ,1
482,x < 0 DM ,48,existing credits paid back duly till now ,business ,4308,x < 100 DM ,x < 1 year ,3,female - divorced/separated/married ,none ,4,building society savings agreement/ life insurance ,24,none ,rent ,1,skilled employee / official,1,none ,yes ,2
483,no checking account ,24,existing credits paid back duly till now ,car (used) ,9277,unknown/ no savings account ,1 <= x < 4 years ,2,male - divorced/separated ,none ,4,unknown / no property ,48,none ,for free ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
484,no checking account ,10,existing credits paid back duly till now ,car (used) ,2848,100 <= x < 500 DM ,1 <= x < 4 years ,1,male - single ,co-applicant ,2,real estate ,32,none ,own ,1,skilled employee / official,2,none ,yes ,1
485,x < 0 DM ,24,existing credits paid back duly till now ,car (used) ,2924,x < 100 DM ,1 <= x < 4 years ,3,male - single ,guarantor ,4,unknown / no property ,63,bank ,own ,1,skilled employee / official,2,"yes, registered under the customers name ",yes ,1
486,no checking account ,15,existing credits paid back duly till now ,car (used) ,1300,unknown/ no savings account ,x>= 7 years ,4,male - single ,none ,4,unknown / no property ,45,bank ,for free ,1,skilled employee / official,2,none ,yes ,1
487,x < 0 DM ,12,existing credits paid back duly till now ,furniture/equipment ,1620,x < 100 DM ,1 <= x < 4 years ,2,female - divorced/separated/married ,co-applicant ,3,building society savings agreement/ life insurance ,30,none ,own ,1,skilled employee / official,1,none ,yes ,1
488,x < 0 DM ,48,critical account/ other credits existing (not at this bank) ,car (used) ,6143,x < 100 DM ,x>= 7 years ,4,female - divorced/separated/married ,none ,4,unknown / no property ,58,stores ,for free ,2,unskilled - resident,1,none ,yes ,2
489,x >= 200 DM / salary assignments for at least 1 year ,15,existing credits paid back duly till now ,education ,1905,x < 100 DM ,x>= 7 years ,4,male - single ,none ,4,"car or other, not in attribute Account ",40,none ,rent ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
490,0 <= x < 200 DM ,18,existing credits paid back duly till now ,furniture/equipment ,3001,x < 100 DM ,4 <= x < 7 years ,2,female - divorced/separated/married ,none ,4,real estate ,40,none ,rent ,1,skilled employee / official,1,none ,yes ,1
491,x < 0 DM ,24,delay in paying off in the past ,radio/television ,1659,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",29,none ,rent ,1,unskilled - resident,1,"yes, registered under the customers name ",yes ,2
492,no checking account ,18,delay in paying off in the past ,furniture/equipment ,1808,x < 100 DM ,4 <= x < 7 years ,4,female - divorced/separated/married ,none ,1,real estate ,22,none ,own ,1,skilled employee / official,1,none ,yes ,2
493,x < 0 DM ,24,existing credits paid back duly till now ,radio/television ,2384,x < 100 DM ,x>= 7 years ,4,male - single ,none ,4,real estate ,64,bank ,rent ,1,unskilled - resident,1,none ,yes ,1
494,0 <= x < 200 DM ,12,existing credits paid back duly till now ,radio/television ,1331,x < 100 DM ,x < 1 year ,2,male - single ,none ,1,"car or other, not in attribute Account ",22,stores ,own ,1,skilled employee / official,1,none ,yes ,2
495,x >= 200 DM / salary assignments for at least 1 year ,24,critical account/ other credits existing (not at this bank) ,car (new) ,1344,unknown/ no savings account ,4 <= x < 7 years ,4,male - single ,none ,2,real estate ,37,bank ,own ,2,unskilled - resident,2,none ,yes ,2
496,no checking account ,15,critical account/ other credits existing (not at this bank) ,education ,1532,100 <= x < 500 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,3,"car or other, not in attribute Account ",31,none ,own ,1,skilled employee / official,1,none ,yes ,1
497,0 <= x < 200 DM ,24,existing credits paid back duly till now ,radio/television ,1967,x < 100 DM ,x>= 7 years ,4,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",20,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
498,x < 0 DM ,24,existing credits paid back duly till now ,others ,1755,x < 100 DM ,x>= 7 years ,4,female - divorced/separated/married ,guarantor ,4,real estate ,58,none ,own ,1,unskilled - resident,1,"yes, registered under the customers name ",yes ,1
499,x < 0 DM ,6,critical account/ other credits existing (not at this bank) ,car (new) ,3676,x < 100 DM ,1 <= x < 4 years ,1,male - single ,none ,3,real estate ,37,none ,rent ,3,skilled employee / official,2,none ,yes ,1
500,x < 0 DM ,24,existing credits paid back duly till now ,car (new) ,1381,unknown/ no savings account ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,2,building society savings agreement/ life insurance ,35,none ,own ,1,skilled employee / official,1,none ,yes ,2
501,0 <= x < 200 DM ,18,existing credits paid back duly till now ,radio/television ,866,x < 100 DM ,1 <= x < 4 years ,4,male - married/widowed ,guarantor ,2,real estate ,25,none ,own ,1,unskilled - resident,1,none ,yes ,1
502,0 <= x < 200 DM ,45,critical account/ other credits existing (not at this bank) ,radio/television ,4746,x < 100 DM ,x < 1 year ,4,male - single ,none ,2,building society savings agreement/ life insurance ,25,none ,own ,2,unskilled - resident,1,none ,yes ,2
503,0 <= x < 200 DM ,18,existing credits paid back duly till now ,car (used) ,12976,x < 100 DM ,unemployed ,3,female - divorced/separated/married ,none ,4,unknown / no property ,38,none ,for free ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,2
504,no checking account ,24,critical account/ other credits existing (not at this bank) ,car (new) ,1940,x>= 1000 DM ,x>= 7 years ,4,male - single ,none ,4,real estate ,60,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
505,no checking account ,6,existing credits paid back duly till now ,radio/television ,1595,x < 100 DM ,4 <= x < 7 years ,3,male - single ,none ,2,building society savings agreement/ life insurance ,51,none ,own ,1,skilled employee / official,2,none ,yes ,1
506,no checking account ,60,existing credits paid back duly till now ,radio/television ,10144,100 <= x < 500 DM ,4 <= x < 7 years ,2,female - divorced/separated/married ,none ,4,real estate ,21,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
507,no checking account ,12,existing credits paid back duly till now ,radio/television ,3059,x>= 1000 DM ,4 <= x < 7 years ,2,male - divorced/separated ,none ,4,real estate ,61,none ,own ,1,unskilled - resident,1,none ,yes ,1
508,0 <= x < 200 DM ,9,existing credits paid back duly till now ,education ,1199,x < 100 DM ,4 <= x < 7 years ,4,female - divorced/separated/married ,none ,4,building society savings agreement/ life insurance ,67,none ,own ,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
509,no checking account ,24,existing credits paid back duly till now ,radio/television ,3105,unknown/ no savings account ,x < 1 year ,4,male - single ,none ,2,"car or other, not in attribute Account ",25,none ,own ,2,skilled employee / official,1,none ,yes ,1
510,no checking account ,15,existing credits paid back duly till now ,furniture/equipment ,2186,unknown/ no savings account ,4 <= x < 7 years ,1,female - divorced/separated/married ,none ,4,real estate ,33,bank ,rent ,1,unskilled - resident,1,none ,yes ,1
511,0 <= x < 200 DM ,36,existing credits paid back duly till now ,repairs ,2384,x < 100 DM ,x < 1 year ,4,male - single ,none ,1,unknown / no property ,33,none ,rent ,1,unskilled - resident,1,none ,yes ,2
512,no checking account ,6,critical account/ other credits existing (not at this bank) ,radio/television ,1382,x < 100 DM ,1 <= x < 4 years ,1,female - divorced/separated/married ,none ,1,"car or other, not in attribute Account ",28,none ,own ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
513,x >= 200 DM / salary assignments for at least 1 year ,12,existing credits paid back duly till now ,furniture/equipment ,2251,x < 100 DM ,1 <= x < 4 years ,1,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",46,none ,own ,1,unskilled - resident,1,none ,yes ,1
514,x < 0 DM ,18,existing credits paid back duly till now ,domestic appliances ,1217,x < 100 DM ,1 <= x < 4 years ,4,male - married/widowed ,none ,3,real estate ,47,none ,own ,1,unskilled - resident,1,"yes, registered under the customers name ",yes ,2
515,0 <= x < 200 DM ,36,all credits at this bank paid back duly ,domestic appliances ,3990,unknown/ no savings account ,x < 1 year ,3,female - divorced/separated/married ,none ,2,unknown / no property ,29,bank ,own ,1,unemployed/ unskilled - non-resident,1,none ,yes ,1
516,x < 0 DM ,36,existing credits paid back duly till now ,others ,15857,x < 100 DM ,unemployed ,2,male - divorced/separated ,co-applicant ,3,"car or other, not in attribute Account ",43,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,none ,yes ,1
517,0 <= x < 200 DM ,48,no credits taken/ all credits paid back duly ,business ,14421,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,2,"car or other, not in attribute Account ",25,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
518,x < 0 DM ,18,existing credits paid back duly till now ,radio/television ,1345,x < 100 DM ,1 <= x < 4 years ,4,male - married/widowed ,none ,3,real estate ,26,bank ,own ,1,skilled employee / official,1,none ,yes ,2
519,no checking account ,18,critical account/ other credits existing (not at this bank) ,education ,1864,100 <= x < 500 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,2,real estate ,30,none ,own ,2,skilled employee / official,1,none ,yes ,2
520,x < 0 DM ,24,critical account/ other credits existing (not at this bank) ,car (used) ,6615,x < 100 DM ,unemployed ,2,male - single ,none ,4,unknown / no property ,75,none ,for free ,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
521,x < 0 DM ,24,delay in paying off in the past ,radio/television ,1024,x < 100 DM ,x < 1 year ,4,male - married/widowed ,none ,4,real estate ,48,stores ,own ,1,skilled employee / official,1,none ,yes ,2
522,x < 0 DM ,6,critical account/ other credits existing (not at this bank) ,radio/television ,338,500 <= x < 1000 DM ,x>= 7 years ,4,male - single ,none ,4,"car or other, not in attribute Account ",52,none ,own ,2,skilled employee / official,1,none ,yes ,1
523,x >= 200 DM / salary assignments for at least 1 year ,6,critical account/ other credits existing (not at this bank) ,car (new) ,1323,100 <= x < 500 DM ,x>= 7 years ,2,male - divorced/separated ,none ,4,"car or other, not in attribute Account ",28,none ,own ,2,skilled employee / official,2,"yes, registered under the customers name ",yes ,1
524,x < 0 DM ,6,existing credits paid back duly till now ,furniture/equipment ,428,x < 100 DM ,x>= 7 years ,2,female - divorced/separated/married ,none ,1,building society savings agreement/ life insurance ,49,bank ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
525,x < 0 DM ,12,existing credits paid back duly till now ,car (new) ,1168,x < 100 DM ,1 <= x < 4 years ,4,male - married/widowed ,none ,3,real estate ,27,none ,own ,1,unskilled - resident,1,none ,yes ,1
526,no checking account ,18,critical account/ other credits existing (not at this bank) ,car (new) ,1028,x < 100 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,3,real estate ,36,none ,own ,2,skilled employee / official,1,none ,yes ,1
527,0 <= x < 200 DM ,20,existing credits paid back duly till now ,car (used) ,6468,unknown/ no savings account ,unemployed ,1,male - divorced/separated ,none ,4,real estate ,60,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
528,no checking account ,18,existing credits paid back duly till now ,furniture/equipment ,1533,x < 100 DM ,x < 1 year ,4,male - married/widowed ,co-applicant ,1,building society savings agreement/ life insurance ,43,none ,own ,1,unskilled - resident,2,none ,yes ,2
529,x < 0 DM ,24,all credits at this bank paid back duly ,furniture/equipment ,2483,500 <= x < 1000 DM ,1 <= x < 4 years ,4,male - single ,none ,4,real estate ,22,stores ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
530,no checking account ,42,existing credits paid back duly till now ,radio/television ,7166,unknown/ no savings account ,4 <= x < 7 years ,2,male - married/widowed ,none ,4,building society savings agreement/ life insurance ,29,none ,rent ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
531,x < 0 DM ,47,existing credits paid back duly till now ,car (new) ,10722,x < 100 DM ,x < 1 year ,1,female - divorced/separated/married ,none ,1,real estate ,35,none ,own ,1,unskilled - resident,1,"yes, registered under the customers name ",yes ,1
532,no checking account ,24,existing credits paid back duly till now ,business ,4591,x>= 1000 DM ,1 <= x < 4 years ,2,male - single ,none ,3,building society savings agreement/ life insurance ,54,none ,own ,3,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,2
533,no checking account ,22,existing credits paid back duly till now ,radio/television ,2675,500 <= x < 1000 DM ,x>= 7 years ,3,male - single ,none ,4,"car or other, not in attribute Account ",40,none ,own ,1,skilled employee / official,1,none ,yes ,1
534,no checking account ,12,existing credits paid back duly till now ,business ,1542,x < 100 DM ,4 <= x < 7 years ,2,male - single ,none ,4,"car or other, not in attribute Account ",36,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
535,x < 0 DM ,18,existing credits paid back duly till now ,car (new) ,976,x < 100 DM ,x < 1 year ,1,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",23,none ,own ,1,unskilled - resident,1,none ,yes ,2
536,x < 0 DM ,36,existing credits paid back duly till now ,education ,1977,unknown/ no savings account ,x>= 7 years ,4,male - single ,none ,4,unknown / no property ,40,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,2
537,no checking account ,6,existing credits paid back duly till now ,radio/television ,2108,x < 100 DM ,4 <= x < 7 years ,2,male - married/widowed ,none ,2,real estate ,29,none ,rent ,1,skilled employee / official,1,none ,yes ,1
538,0 <= x < 200 DM ,36,existing credits paid back duly till now ,car (used) ,6948,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,2,"car or other, not in attribute Account ",35,none ,rent ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
539,0 <= x < 200 DM ,36,existing credits paid back duly till now ,education ,2273,x < 100 DM ,4 <= x < 7 years ,3,male - single ,none ,1,"car or other, not in attribute Account ",32,none ,own ,2,skilled employee / official,2,none ,yes ,1
540,no checking account ,21,critical account/ other credits existing (not at this bank) ,car (used) ,3275,x < 100 DM ,x>= 7 years ,1,male - single ,none ,4,"car or other, not in attribute Account ",36,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
541,no checking account ,10,existing credits paid back duly till now ,retraining ,894,unknown/ no savings account ,4 <= x < 7 years ,4,female - divorced/separated/married ,none ,3,building society savings agreement/ life insurance ,40,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
542,no checking account ,9,existing credits paid back duly till now ,radio/television ,2753,100 <= x < 500 DM ,x>= 7 years ,3,male - single ,co-applicant ,4,"car or other, not in attribute Account ",35,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
543,x < 0 DM ,36,critical account/ other credits existing (not at this bank) ,car (used) ,9629,x < 100 DM ,4 <= x < 7 years ,4,male - single ,none ,4,"car or other, not in attribute Account ",24,none ,own ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
544,x < 0 DM ,24,existing credits paid back duly till now ,radio/television ,1987,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,4,real estate ,21,none ,rent ,1,unskilled - resident,2,none ,yes ,2
545,x < 0 DM ,12,existing credits paid back duly till now ,radio/television ,1498,x < 100 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,1,"car or other, not in attribute Account ",23,bank ,own ,1,skilled employee / official,1,none ,yes ,1
546,no checking account ,18,existing credits paid back duly till now ,radio/television ,433,x < 100 DM ,unemployed ,3,female - divorced/separated/married ,co-applicant ,4,real estate ,22,none ,rent ,1,skilled employee / official,1,none ,yes ,2
547,no checking account ,18,critical account/ other credits existing (not at this bank) ,furniture/equipment ,3780,x < 100 DM ,x < 1 year ,3,male - divorced/separated ,none ,2,"car or other, not in attribute Account ",35,none ,own ,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
548,0 <= x < 200 DM ,8,existing credits paid back duly till now ,furniture/equipment ,1237,x < 100 DM ,1 <= x < 4 years ,3,female - divorced/separated/married ,none ,4,real estate ,24,none ,own ,1,skilled employee / official,1,none ,yes ,2
549,0 <= x < 200 DM ,18,critical account/ other credits existing (not at this bank) ,business ,1887,unknown/ no savings account ,1 <= x < 4 years ,4,male - married/widowed ,none ,4,real estate ,28,bank ,own ,2,skilled employee / official,1,none ,yes ,1
550,no checking account ,18,critical account/ other credits existing (not at this bank) ,radio/television ,2404,x < 100 DM ,1 <= x < 4 years ,2,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",26,none ,own ,2,skilled employee / official,1,none ,yes ,1
551,0 <= x < 200 DM ,48,existing credits paid back duly till now ,car (new) ,8487,unknown/ no savings account ,4 <= x < 7 years ,1,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",24,none ,own ,1,skilled employee / official,1,none ,yes ,1
552,x >= 200 DM / salary assignments for at least 1 year ,9,existing credits paid back duly till now ,radio/television ,1126,100 <= x < 500 DM ,x>= 7 years ,2,male - divorced/separated ,none ,4,real estate ,49,none ,own ,1,skilled employee / official,1,none ,yes ,1
553,x < 0 DM ,18,existing credits paid back duly till now ,radio/television ,2600,x < 100 DM ,1 <= x < 4 years ,4,male - single ,none ,4,unknown / no property ,65,none ,for free ,2,skilled employee / official,1,none ,yes ,2
554,x < 0 DM ,18,existing credits paid back duly till now ,radio/television ,3509,x < 100 DM ,4 <= x < 7 years ,4,female - divorced/separated/married ,guarantor ,1,real estate ,25,none ,own ,1,skilled employee / official,1,none ,yes ,1
555,0 <= x < 200 DM ,9,existing credits paid back duly till now ,radio/television ,1670,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",22,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
556,0 <= x < 200 DM ,18,delay in paying off in the past ,business ,2427,unknown/ no savings account ,x>= 7 years ,4,male - single ,none ,2,building society savings agreement/ life insurance ,42,none ,own ,2,skilled employee / official,1,none ,yes ,1
557,no checking account ,15,existing credits paid back duly till now ,radio/television ,1213,500 <= x < 1000 DM ,x>= 7 years ,4,male - single ,none ,3,building society savings agreement/ life insurance ,47,stores ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
558,x < 0 DM ,18,existing credits paid back duly till now ,car (new) ,2249,100 <= x < 500 DM ,4 <= x < 7 years ,4,male - single ,none ,3,"car or other, not in attribute Account ",30,none ,own ,1,management/ self-employed/highly qualified employee/ officer,2,"yes, registered under the customers name ",yes ,1
559,0 <= x < 200 DM ,9,all credits at this bank paid back duly ,car (used) ,5129,x < 100 DM ,x>= 7 years ,2,female - divorced/separated/married ,none ,4,unknown / no property ,74,bank ,for free ,1,management/ self-employed/highly qualified employee/ officer,2,"yes, registered under the customers name ",yes ,2
560,no checking account ,36,existing credits paid back duly till now ,education ,1819,x < 100 DM ,1 <= x < 4 years ,4,male - single ,none ,4,unknown / no property ,37,stores ,for free ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
561,no checking account ,36,critical account/ other credits existing (not at this bank) ,car (new) ,3535,x < 100 DM ,4 <= x < 7 years ,4,male - single ,none ,4,"car or other, not in attribute Account ",37,none ,own ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
562,no checking account ,18,existing credits paid back duly till now ,repairs ,1943,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,4,real estate ,23,none ,own ,1,skilled employee / official,1,none ,yes ,2
563,x >= 200 DM / salary assignments for at least 1 year ,36,existing credits paid back duly till now ,radio/television ,4210,x < 100 DM ,1 <= x < 4 years ,4,male - single ,none ,2,"car or other, not in attribute Account ",26,none ,own ,1,skilled employee / official,1,none ,yes ,2
564,x >= 200 DM / salary assignments for at least 1 year ,42,no credits taken/ all credits paid back duly ,business ,6289,x < 100 DM ,x < 1 year ,2,male - divorced/separated ,none ,1,building society savings agreement/ life insurance ,33,none ,own ,2,skilled employee / official,1,none ,yes ,1
565,no checking account ,18,critical account/ other credits existing (not at this bank) ,radio/television ,2238,x < 100 DM ,1 <= x < 4 years ,2,female - divorced/separated/married ,none ,1,"car or other, not in attribute Account ",25,none ,own ,2,skilled employee / official,1,none ,yes ,1
566,0 <= x < 200 DM ,21,existing credits paid back duly till now ,furniture/equipment ,3976,unknown/ no savings account ,4 <= x < 7 years ,2,male - single ,none ,3,"car or other, not in attribute Account ",35,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
567,no checking account ,12,existing credits paid back duly till now ,radio/television ,886,unknown/ no savings account ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",21,none ,own ,1,skilled employee / official,1,none ,yes ,1
568,0 <= x < 200 DM ,48,existing credits paid back duly till now ,radio/television ,5951,x < 100 DM ,1 <= x < 4 years ,2,female - divorced/separated/married ,none ,2,real estate ,22,none ,own ,1,skilled employee / official,1,none ,yes ,2
569,no checking account ,24,existing credits paid back duly till now ,car (new) ,2255,unknown/ no savings account ,x < 1 year ,4,male - single ,none ,1,building society savings agreement/ life insurance ,54,none ,own ,1,skilled employee / official,1,none ,yes ,1
570,0 <= x < 200 DM ,12,existing credits paid back duly till now ,car (new) ,6078,x < 100 DM ,4 <= x < 7 years ,2,male - single ,none ,2,"car or other, not in attribute Account ",32,none ,own ,1,skilled employee / official,1,none ,yes ,1
571,x < 0 DM ,12,all credits at this bank paid back duly ,radio/television ,2149,x < 100 DM ,1 <= x < 4 years ,4,male - divorced/separated ,none ,1,unknown / no property ,29,none ,for free ,1,skilled employee / official,1,none ,yes ,2
572,x < 0 DM ,42,critical account/ other credits existing (not at this bank) ,repairs ,3394,x < 100 DM ,unemployed ,4,male - single ,co-applicant ,4,"car or other, not in attribute Account ",65,none ,own ,2,unemployed/ unskilled - non-resident,1,none ,yes ,1
573,x < 0 DM ,48,existing credits paid back duly till now ,car (used) ,4788,x < 100 DM ,4 <= x < 7 years ,4,male - single ,none ,3,building society savings agreement/ life insurance ,26,none ,own ,1,skilled employee / official,2,none ,yes ,1
574,no checking account ,36,existing credits paid back duly till now ,car (new) ,3079,unknown/ no savings account ,1 <= x < 4 years ,4,male - single ,none ,4,real estate ,36,none ,own ,1,skilled employee / official,1,none ,yes ,1
575,x < 0 DM ,60,existing credits paid back duly till now ,business ,7297,x < 100 DM ,x>= 7 years ,4,male - single ,co-applicant ,4,unknown / no property ,36,none ,rent ,1,skilled employee / official,1,none ,yes ,2
576,no checking account ,36,delay in paying off in the past ,radio/television ,4454,x < 100 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,4,real estate ,34,none ,own ,2,skilled employee / official,1,none ,yes ,1
577,0 <= x < 200 DM ,24,existing credits paid back duly till now ,radio/television ,2039,x < 100 DM ,x < 1 year ,1,male - married/widowed ,none ,1,building society savings agreement/ life insurance ,22,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
578,0 <= x < 200 DM ,45,critical account/ other credits existing (not at this bank) ,car (used) ,4576,100 <= x < 500 DM ,unemployed ,3,male - single ,none ,4,"car or other, not in attribute Account ",27,none ,own ,1,skilled employee / official,1,none ,yes ,1
579,0 <= x < 200 DM ,18,existing credits paid back duly till now ,business ,4439,x < 100 DM ,x>= 7 years ,1,male - single ,co-applicant ,1,real estate ,33,bank ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
580,0 <= x < 200 DM ,9,existing credits paid back duly till now ,business ,1391,x < 100 DM ,1 <= x < 4 years ,2,male - married/widowed ,none ,1,real estate ,27,bank ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
581,no checking account ,36,existing credits paid back duly till now ,radio/television ,3595,x < 100 DM ,x>= 7 years ,4,male - single ,none ,2,"car or other, not in attribute Account ",28,none ,own ,1,skilled employee / official,1,none ,yes ,1
